idx,a_bad,a_new,n_htl,g_lat,g_lng
135799,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
135855,20 Rue De La Ga t 14th arr 75014 Paris France,20 Rue De La Gaite 14th arr 75014 Paris France,Mercure Paris Gare Montparnasse,48.84015,2.323594
136001,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
136570,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
136618,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
136742,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
137232,Paragonstra e 1 11 Simmering 1110 Vienna Austria,Paragonstrasse 1 11 Simmering 1110 Vienna Austria,Roomz Vienna,48.185056,16.419818
137234,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
137298,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
137325,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
137378,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
137401,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
137645,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
137669,23 Rue Damr mont 18th arr 75018 Paris France,23 Rue Damremont 18th arr 75018 Paris France,Holiday Inn Paris Montmartre,48.88912,2.333672
137865,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
137986,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
138264,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
138293,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
138375,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
139198,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
139217,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
139349,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
140001,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
140745,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
140955,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
141000,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
141048,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
141103,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
141118,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
141265,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
141389,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
141596,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
141813,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
141833,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
141893,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
141895,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
142317,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
142357,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
142586,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
142729,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
142849,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
142918,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
142922,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
142982,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
143003,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
143072,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
143299,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
143377,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
143550,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
144516,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
144665,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
144816,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
145132,20 Rue De La Ga t 14th arr 75014 Paris France,20 Rue De La Gaite 14th arr 75014 Paris France,Mercure Paris Gare Montparnasse,48.84015,2.323594
145277,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
146151,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
146234,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
146403,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
146446,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
146486,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
147214,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
147255,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
147447,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
147485,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
147838,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
147868,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
148210,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
148341,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
148431,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
148491,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
148787,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
148919,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
148932,20 Rue De La Ga t 14th arr 75014 Paris France,20 Rue De La Gaite 14th arr 75014 Paris France,Mercure Paris Gare Montparnasse,48.84015,2.323594
149313,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
149324,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
149557,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
149596,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
149885,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
150051,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
150293,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
151198,20 Rue De La Ga t 14th arr 75014 Paris France,20 Rue De La Gaite 14th arr 75014 Paris France,Mercure Paris Gare Montparnasse,48.84015,2.323594
151419,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
151684,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
151868,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
151901,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
151940,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
152308,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
152415,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
152518,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
152782,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
153416,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
153437,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
153477,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
153588,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
153676,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
153699,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
153946,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
154093,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
154191,Sep lveda 180 Eixample 08011 Barcelona Spain,Sep lveda 180 Eixample 08011 Barcelona Spain,Hotel Advance,41.3835367745493,2.1628381519502886
154331,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
154650,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
154707,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
154763,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
154789,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
154941,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
154959,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
155044,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
155300,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
155325,23 Rue Damr mont 18th arr 75018 Paris France,23 Rue Damremont 18th arr 75018 Paris France,Holiday Inn Paris Montmartre,48.88912,2.333672
155517,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
155603,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
155643,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
155896,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
156193,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
156711,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
156779,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
156895,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
156915,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
157043,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
157198,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
157229,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
157431,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
157498,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
157707,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
157732,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
157828,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
158317,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
158639,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
158674,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,Savoyenstrasbe 2 16 Ottakring 1160 Vienna Austria,Austria Trend Hotel Schloss Wilhelminenberg Wien,48.231481,16.284042
158720,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Wahringer Strasse 12 09 Alsergrund 1090 Vienna Austria,Hotel Pension Baron am Schottentor,48.21842,16.35996
159110,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,Landstrasber Gurtel 5 03 Landstrasse 1030 Vienna Austria,Hotel Daniel Vienna,48.200101,16.382463
159144,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
159172,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
159343,Pau Clar s 122 Eixample 08009 Barcelona Spain,Pau Claris 122 Eixample 08009 Barcelona Spain,Renaissance Barcelona Hotel,41.392967,2.166718
159467,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
159790,20 Rue De La Ga t 14th arr 75014 Paris France,20 Rue De La Gaite 14th arr 75014 Paris France,Mercure Paris Gare Montparnasse,48.84015,2.323594
159859,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
160465,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
160933,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Sieveringer Strasse 4 19 Dobling 1190 Vienna Austria,Derag Livinghotel Kaiser Franz Joseph Vienna,48.248747,16.341509
160985,Bail n 4 6 Eixample 08010 Barcelona Spain,Bailen 4 6 Eixample 08010 Barcelona Spain,NH Collection Barcelona Podium,41.391948,2.178032
161166,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Grunentorgasse 30 09 Alsergrund 1090 Vienna Austria,City Hotel Deutschmeister,48.221111,16.366563
161208,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
161258,4 rue de la P pini re 8th arr 75008 Paris France,4 Rue De La Pepiniere 8th arr 75008 Paris France,Maison Albar Hotel Paris Opera Diamond,48.875569,2.323375
161442,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
161641,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
161663,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
162686,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
162792,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Wehringer Strasse 33 35 09 Alsergrund 1090 Vienna Austria,Hotel Atlanta,48.225182,16.358573
162968,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
163257,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
163312,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
163464,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Josefstaedter Strasse 10 12 08 Josefstadt 1080 Vienna Austria,Fleming s Selection Hotel Wien City,48.209986,16.353552
163569,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Taborstrasse 8 A 02 Leopoldstadt 1020 Vienna Austria,Hotel City Central,48.213899,16.380011
163667,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Hasenauerstrasse 12 19 Dobling 1190 Vienna Austria,Hotel Park Villa,48.233861,16.345421
